================================================================
LOSO Sonnet evaluation — starting 2026-05-15 00:28:58
================================================================
PID: 95627
Working dir: /Users/javencao/Library/CloudStorage/GoogleDrive-jacao@ucsd.edu/My Drive/知识库/MyBrain/projects/ece284-llm-ppg
Python: Python 3.14.0
Est cost: ~$6.48, est time: ~5.9 hours
Output: per-subject results/llm_lambda_loso_sonnet_s{1..12}.json
================================================================


[00:28:58] === Subj 1 START ===
  s1 w0: truth=74, pred=75.0, λ=0.20 err=0.6607929515418505
  s10 w131: truth=175, pred=90.0, λ=1.00 err=85.34540000000001
  s10 w132: truth=175, pred=90.0, λ=1.00 err=84.9735
  s10 w133: truth=175, pred=90.0, λ=1.00 err=84.9735
  s10 w134: truth=175, pred=90.0, λ=1.00 err=84.9735
  s10 w135: truth=175, pred=90.0, λ=1.00 err=85.1269
  s10 w136: truth=175, pred=90.0, λ=1.00 err=85.48320000000001
  s10 w137: truth=176, pred=90.0, λ=1.00 err=85.90620000000001
  s10 w138: truth=176, pred=82.5, λ=1.00 err=93.78210000000001
  s10 w139: truth=176, pred=172.5, λ=1.00 err=3.5938999999999908
  s10 w140: truth=175, pred=82.5, λ=1.00 err=92.6592
  s10 w141: truth=174, pred=165.0, λ=1.00 err=8.867199999999997
  s10 w142: truth=173, pred=172.5, λ=1.00 err=0.09409999999999741
  s10 w143: truth=171, pred=172.5, λ=1.00 err=1.515500000000003
  s10 w144: truth=170, pred=172.5, λ=1.00 err=2.045500000000004
  s10 w145: truth=170, pred=172.5, λ=1.00 err=2.7802000000000078
  s10 w146: truth=169, pred=82.5, λ=1.00 err=86.90450000000001
  s10 w147: truth=169, pred=82.5, λ=1.00 err=86.21170000000001
  s10 w148: truth=168, pred=75.0, λ=1.00 err=93.08959999999999

=== Summary ===
  149 valid windows
  MAE: 65.06 BPM
  API calls: 0
  Tokens — uncached: 0, cache_write: 0, cache_read: 0, out: 0
  Cache hit rate: 0.0%
  Cost: $0.0000 USD
  Saved → results/llm_lambda_loso_sonnet_s10.json
  Cost-tracker entry → MyBrain/automation/logs/cost-tracker.jsonl
[01:03:38] === Subj 10 DONE (exit 0) ===

[01:03:38] === Subj 11 START ===
  s11 w0: truth=115, pred=112.5, λ=1.00 err=2.884600000000006
  s11 w1: truth=117, pred=120.0, λ=1.00 err=3.2035999999999945
  s11 w2: truth=117, pred=120.0, λ=1.00 err=2.550299999999993
  s11 w3: truth=117, pred=120.0, λ=1.00 err=2.8125
  s11 w4: truth=117, pred=120.0, λ=1.00 err=3.2035999999999945
  s11 w5: truth=116, pred=112.5, λ=1.00 err=3.1217999999999932
  s11 w6: truth=114, pred=112.5, λ=1.00 err=1.8293000000000035
  s11 w7: truth=113, pred=112.5, λ=1.00 err=0.6466000000000065
  s11 w8: truth=112, pred=112.5, λ=1.00 err=0.7978999999999985
  s11 w9: truth=111, pred=112.5, λ=1.00 err=1.506299999999996
  s11 w10: truth=110, pred=112.5, λ=1.00 err=2.081000000000003
  s11 w11: truth=110, pred=105.0, λ=1.00 err=5.062899999999999
  s11 w12: truth=110, pred=105.0, λ=1.00 err=5.2941
  s11 w13: truth=112, pred=112.5, λ=1.00 err=0.5597000000000065
  s11 w14: truth=115, pred=112.5, λ=1.00 err=2.648399999999995
  s11 w15: truth=119, pred=127.5, λ=1.00 err=8.452399999999997
  s11 w16: truth=122, pred=247.5, λ=1.00 err=125.4826
  s11 w17: truth=124, pred=120.0, λ=1.00 err=3.898700000000005
  s11 w18: truth=125, pred=75.0, λ=1.00 err=50.418099999999995
  s11 w19: truth=128, pred=127.5, λ=1.00 err=0.7050999999999874
  s11 w20: truth=130, pred=82.5, λ=1.00 err=47.85919999999999
  s11 w21: truth=133, pred=135.0, λ=1.00 err=1.7711999999999932
  s11 w22: truth=135, pred=135.0, λ=1.00 err=0.206799999999987
  s11 w23: truth=136, pred=135.0, λ=1.00 err=1.217899999999986
  s11 w24: truth=137, pred=135.0, λ=1.00 err=1.501499999999993
  s11 w25: truth=136, pred=135.0, λ=1.00 err=1.363599999999991
  s11 w26: truth=136, pred=135.0, λ=1.00 err=0.6382999999999868
  s11 w27: truth=135, pred=135.0, λ=1.00 err=0.2220000000000084
  s11 w28: truth=135, pred=135.0, λ=1.00 err=0.36429999999998586
  s11 w29: truth=135, pred=135.0, λ=1.00 err=0.206799999999987
  s11 w30: truth=136, pred=135.0, λ=1.00 err=1.363599999999991
  s11 w31: truth=138, pred=135.0, λ=1.00 err=2.688999999999993
  s11 w32: truth=139, pred=135.0, λ=1.00 err=3.8889000000000067
  s11 w33: truth=140, pred=142.5, λ=1.00 err=2.7484000000000037
  s11 w34: truth=141, pred=142.5, λ=1.00 err=1.875
  s11 w35: truth=141, pred=142.5, λ=1.00 err=1.4342000000000041
  s11 w36: truth=142, pred=142.5, λ=1.00 err=0.6932999999999936
  s11 w37: truth=143, pred=142.5, λ=1.00 err=0.05539999999999168
  s11 w38: truth=144, pred=142.5, λ=1.00 err=1.1169999999999902
  s11 w39: truth=145, pred=142.5, λ=1.00 err=2.3171000000000106
  s11 w40: truth=145, pred=142.5, λ=1.00 err=2.6613000000000113
  s11 w41: truth=145, pred=142.5, λ=1.00 err=2.974099999999993
  s11 w42: truth=145, pred=142.5, λ=1.00 err=2.974099999999993
  s11 w43: truth=146, pred=142.5, λ=1.00 err=3.1311000000000035
  s11 w44: truth=146, pred=150.0, λ=1.00 err=3.5457000000000107
  s11 w45: truth=147, pred=150.0, λ=1.00 err=3.244100000000003
  s11 w46: truth=148, pred=150.0, λ=1.00 err=2.3316000000000088
  s11 w47: truth=149, pred=82.5, λ=1.00 err=66.0923
  s11 w48: truth=150, pred=82.5, λ=1.00 err=67.02780000000001
  s11 w49: truth=151, pred=82.5, λ=1.00 err=68.2937
  s11 w50: truth=152, pred=82.5, λ=1.00 err=69.356
  s11 w51: truth=154, pred=150.0, λ=1.00 err=4.054100000000005
  s11 w52: truth=157, pred=90.0, λ=1.00 err=66.7398
  s11 w53: truth=159, pred=90.0, λ=1.00 err=68.7302
  s11 w54: truth=161, pred=90.0, λ=1.00 err=70.71430000000001
  s11 w55: truth=162, pred=90.0, λ=1.00 err=71.93180000000001
  s11 w56: truth=163, pred=90.0, λ=1.00 err=72.8749
  s11 w57: truth=163, pred=90.0, λ=1.00 err=73.39869999999999
  s11 w58: truth=164, pred=90.0, λ=1.00 err=73.5769
  s11 w59: truth=163, pred=90.0, λ=1.00 err=73.39869999999999
  s11 w60: truth=163, pred=90.0, λ=1.00 err=73.0435
  s11 w61: truth=163, pred=90.0, λ=1.00 err=72.70660000000001
  s11 w62: truth=163, pred=90.0, λ=1.00 err=72.8749
  s11 w63: truth=163, pred=90.0, λ=1.00 err=72.8749
  s11 w64: truth=163, pred=90.0, λ=1.00 err=72.70660000000001
  s11 w65: truth=163, pred=90.0, λ=1.00 err=72.8664
  s11 w66: truth=164, pred=90.0, λ=1.00 err=73.5514
  s11 w67: truth=164, pred=90.0, λ=1.00 err=74.405
  s11 w68: truth=166, pred=90.0, λ=1.00 err=75.9642
  s11 w69: truth=168, pred=90.0, λ=1.00 err=77.73159999999999
  s11 w70: truth=169, pred=90.0, λ=1.00 err=78.8843
  s11 w71: truth=169, pred=90.0, λ=1.00 err=78.8843
  s11 w72: truth=170, pred=90.0, λ=1.00 err=79.9279
  s11 w73: truth=170, pred=172.5, λ=1.00 err=2.572100000000006
  s11 w74: truth=170, pred=82.5, λ=1.00 err=87.40289999999999
  s11 w75: truth=170, pred=82.5, λ=1.00 err=87.0786
  s11 w76: truth=169, pred=255.0, λ=1.00 err=85.8906
  s11 w77: truth=168, pred=157.5, λ=1.00 err=10.94919999999999
  s11 w78: truth=167, pred=157.5, λ=1.00 err=9.842800000000011
  s11 w79: truth=166, pred=247.5, λ=1.00 err=81.7105
  s11 w80: truth=163, pred=165.0, λ=1.00 err=1.7593999999999994
  s11 w81: truth=161, pred=172.5, λ=1.00 err=11.382900000000006
  s11 w82: truth=158, pred=157.5, λ=1.00 err=0.06299999999998818
  s11 w83: truth=155, pred=157.5, λ=1.00 err=2.220499999999987
  s11 w84: truth=154, pred=150.0, λ=1.00 err=4.004099999999994
  s11 w85: truth=154, pred=150.0, λ=1.00 err=3.8876999999999953
  s11 w86: truth=155, pred=150.0, λ=1.00 err=4.545500000000004
  s11 w87: truth=155, pred=157.5, λ=1.00 err=2.776900000000012
  s11 w88: truth=155, pred=157.5, λ=1.00 err=2.102000000000004
  s11 w89: truth=156, pred=157.5, λ=1.00 err=1.5748000000000104
  s11 w90: truth=157, pred=157.5, λ=1.00 err=0.5962000000000103
  s11 w91: truth=158, pred=157.5, λ=1.00 err=0.5611000000000104
  s11 w92: truth=159, pred=157.5, λ=1.00 err=1.4775999999999954
  s11 w93: truth=159, pred=150.0, λ=1.00 err=9.217899999999986
  s11 w94: truth=159, pred=30.0, λ=1.00 err=128.5624
  s11 w95: truth=158, pred=30.0, λ=1.00 err=127.7287
  s11 w96: truth=158, pred=82.5, λ=1.00 err=75.56110000000001
  s11 w97: truth=157, pred=30.0, λ=1.00 err=126.7398
  s11 w98: truth=156, pred=82.5, λ=1.00 err=73.42519999999999
  s11 w99: truth=155, pred=82.5, λ=1.00 err=72.9878
  s11 w100: truth=155, pred=82.5, λ=1.00 err=72.7288
  s11 w101: truth=156, pred=157.5, λ=1.00 err=1.25
  s11 w102: truth=158, pred=157.5, λ=1.00 err=0.3947000000000003
  s11 w103: truth=160, pred=157.5, λ=1.00 err=2.585399999999993
  s11 w104: truth=161, pred=157.5, λ=1.00 err=3.2143000000000086
  s11 w105: truth=161, pred=150.0, λ=1.00 err=10.714300000000009
  s11 w106: truth=163, pred=82.5, λ=1.00 err=80.7302
  s11 w107: truth=164, pred=82.5, λ=1.00 err=81.25550000000001
  s11 w108: truth=164, pred=82.5, λ=1.00 err=81.5625
  s11 w109: truth=165, pred=165.0, λ=1.00 err=0.07849999999999113
  s11 w110: truth=166, pred=165.0, λ=1.00 err=0.7895000000000039
  s11 w111: truth=167, pred=165.0, λ=1.00 err=2.0201000000000136
  s11 w112: truth=168, pred=172.5, λ=1.00 err=4.58959999999999
  s11 w113: truth=168, pred=165.0, λ=1.00 err=3.269200000000012
  s11 w114: truth=168, pred=90.0, λ=1.00 err=78.3673
  s11 w115: truth=168, pred=90.0, λ=1.00 err=78.26920000000001
  s11 w116: truth=169, pred=90.0, λ=1.00 err=78.5393
  s11 w117: truth=169, pred=165.0, λ=1.00 err=3.7117000000000075
  s11 w118: truth=170, pred=172.5, λ=1.00 err=2.9628999999999905
  s11 w119: truth=169, pred=172.5, λ=1.00 err=3.4425999999999988
  s11 w120: truth=169, pred=165.0, λ=1.00 err=4.109399999999994
  s11 w121: truth=169, pred=172.5, λ=1.00 err=3.1451999999999884
  s11 w122: truth=170, pred=172.5, λ=1.00 err=2.9214000000000055
  s11 w123: truth=170, pred=90.0, λ=1.00 err=80.10310000000001
  s11 w124: truth=170, pred=157.5, λ=1.00 err=12.954499999999996
  s11 w125: truth=171, pred=67.5, λ=1.00 err=103.1308
  s11 w126: truth=170, pred=30.0, λ=1.00 err=139.9029
  s11 w127: truth=171, pred=82.5, λ=1.00 err=88.13919999999999
  s11 w128: truth=170, pred=67.5, λ=1.00 err=102.77860000000001
  s11 w129: truth=170, pred=30.0, λ=1.00 err=140.1031
  s11 w130: truth=170, pred=165.0, λ=1.00 err=5.270299999999992
  s11 w131: truth=170, pred=165.0, λ=1.00 err=5.454499999999996
  s11 w132: truth=171, pred=172.5, λ=1.00 err=1.8692000000000064
  s11 w133: truth=170, pred=172.5, λ=1.00 err=2.2297000000000082
  s11 w134: truth=170, pred=90.0, λ=1.00 err=80.4545
  s11 w135: truth=170, pred=165.0, λ=1.00 err=4.753099999999989
  s11 w136: truth=170, pred=127.5, λ=1.00 err=42.1429
  s11 w137: truth=170, pred=172.5, λ=1.00 err=2.396899999999988
  s11 w138: truth=170, pred=172.5, λ=1.00 err=2.572100000000006
  s11 w139: truth=169, pred=172.5, λ=1.00 err=3.1451999999999884
  s11 w140: truth=168, pred=172.5, λ=1.00 err=4.475599999999986
  s11 w141: truth=166, pred=165.0, λ=1.00 err=1.1391999999999882
  s11 w142: truth=165, pred=165.0, λ=1.00 err=0.04400000000001114

=== Summary ===
  143 valid windows
  MAE: 32.06 BPM
  API calls: 0
  Tokens — uncached: 0, cache_write: 0, cache_read: 0, out: 0
  Cache hit rate: 0.0%
  Cost: $0.0000 USD
  Saved → results/llm_lambda_loso_sonnet_s11.json
  Cost-tracker entry → MyBrain/automation/logs/cost-tracker.jsonl
[01:04:07] === Subj 11 DONE (exit 0) ===

[01:04:07] === Subj 12 START ===
  s12 w0: truth=98, pred=97.5, λ=1.00 err=0.43250000000000455
  s12 w1: truth=99, pred=195.0, λ=1.00 err=95.8811
  s12 w2: truth=100, pred=97.5, λ=1.00 err=2.0575000000000045
  s12 w3: truth=100, pred=202.5, λ=1.00 err=102.2773
  s12 w4: truth=99, pred=202.5, λ=1.00 err=103.9156
  s12 w5: truth=97, pred=97.5, λ=1.00 err=0.6689999999999969
  s12 w6: truth=98, pred=97.5, λ=1.00 err=0.21989999999999554
  s12 w7: truth=99, pred=97.5, λ=1.00 err=1.6861999999999995
  s12 w8: truth=103, pred=202.5, λ=1.00 err=99.8774
  s12 w9: truth=104, pred=105.0, λ=1.00 err=0.7219000000000051
  s12 w10: truth=104, pred=105.0, λ=1.00 err=1.276600000000002
  s12 w11: truth=104, pred=105.0, λ=1.00 err=1.3134000000000015
  s12 w12: truth=101, pred=105.0, λ=1.00 err=3.8589000000000055
  s12 w13: truth=100, pred=105.0, λ=1.00 err=4.665599999999998
  s12 w14: truth=102, pred=97.5, λ=1.00 err=4.168400000000005
  s12 w15: truth=101, pred=195.0, λ=1.00 err=93.7539
  s12 w16: truth=100, pred=195.0, λ=1.00 err=94.8888
  s12 w17: truth=98, pred=187.5, λ=1.00 err=89.0317
  s12 w18: truth=98, pred=195.0, λ=1.00 err=97.0675
  s12 w19: truth=100, pred=97.5, λ=1.00 err=2.946399999999997
  s12 w20: truth=105, pred=105.0, λ=1.00 err=0.1612999999999971
  s12 w21: truth=108, pred=105.0, λ=1.00 err=3.359099999999998
  s12 w22: truth=111, pred=112.5, λ=1.00 err=1.506299999999996
  s12 w23: truth=114, pred=112.5, λ=1.00 err=1.3663999999999987
  s12 w24: truth=118, pred=120.0, λ=1.00 err=2.4450999999999965
  s12 w25: truth=120, pred=120.0, λ=1.00 err=0.06399999999999295
  s12 w26: truth=120, pred=150.0, λ=1.00 err=30.063999999999993
  s12 w27: truth=120, pred=75.0, λ=1.00 err=45.44970000000001
  s12 w28: truth=120, pred=120.0, λ=1.00 err=0.06399999999999295
  s12 w29: truth=120, pred=120.0, λ=1.00 err=0.4497000000000071
  s12 w30: truth=122, pred=120.0, λ=1.00 err=1.8851999999999975
  s12 w31: truth=124, pred=127.5, λ=1.00 err=3.601299999999995
  s12 w32: truth=126, pred=127.5, λ=1.00 err=1.6611000000000047
  s12 w33: truth=127, pred=127.5, λ=1.00 err=0.9176999999999964
  s12 w34: truth=126, pred=127.5, λ=1.00 err=1.0511000000000053
  s12 w35: truth=126, pred=127.5, λ=1.00 err=1.7138000000000062
  s12 w36: truth=126, pred=127.5, λ=1.00 err=1.9770000000000039
  s12 w37: truth=126, pred=127.5, λ=1.00 err=1.8016999999999967
  s12 w38: truth=126, pred=127.5, λ=1.00 err=1.4496000000000038
  s12 w39: truth=127, pred=127.5, λ=1.00 err=0.6500999999999948
  s12 w40: truth=128, pred=127.5, λ=1.00 err=0.15959999999999752
  s12 w41: truth=129, pred=127.5, λ=1.00 err=1.4181000000000097
  s12 w42: truth=130, pred=127.5, λ=1.00 err=2.6518000000000086
  s12 w43: truth=131, pred=127.5, λ=1.00 err=3.790999999999997
  s12 w44: truth=132, pred=127.5, λ=1.00 err=4.898799999999994
  s12 w45: truth=133, pred=135.0, λ=1.00 err=1.6666999999999916
  s12 w46: truth=134, pred=135.0, λ=1.00 err=0.6480999999999995
  s12 w47: truth=135, pred=135.0, λ=1.00 err=0.3503000000000043
  s12 w48: truth=137, pred=135.0, λ=1.00 err=2.3922000000000025
  s12 w49: truth=140, pred=90.0, λ=1.00 err=49.607
  s12 w50: truth=142, pred=142.5, λ=1.00 err=0.04189999999999827
  s12 w51: truth=145, pred=142.5, λ=1.00 err=2.3497999999999877
  s12 w52: truth=147, pred=142.5, λ=1.00 err=4.407199999999989
  s12 w53: truth=149, pred=150.0, λ=1.00 err=0.7853000000000065
  s12 w54: truth=151, pred=150.0, λ=1.00 err=0.7937000000000012
  s12 w55: truth=152, pred=150.0, λ=1.00 err=1.5956999999999937
  s12 w56: truth=152, pred=157.5, λ=1.00 err=5.093600000000009
  s12 w57: truth=153, pred=150.0, λ=1.00 err=3.0612000000000137
  s12 w58: truth=154, pred=150.0, λ=1.00 err=4.320999999999998
  s12 w59: truth=156, pred=157.5, λ=1.00 err=1.898300000000006
  s12 w60: truth=157, pred=157.5, λ=1.00 err=0.9238
  s12 w61: truth=158, pred=157.5, λ=1.00 err=0.22870000000000346
  s12 w62: truth=159, pred=157.5, λ=1.00 err=1.2301999999999964
  s12 w63: truth=160, pred=157.5, λ=1.00 err=2.244400000000013
  s12 w64: truth=160, pred=157.5, λ=1.00 err=2.9277999999999906
  s12 w65: truth=161, pred=157.5, λ=1.00 err=3.542900000000003
  s12 w66: truth=162, pred=165.0, λ=1.00 err=3.362099999999998
  s12 w67: truth=161, pred=157.5, λ=1.00 err=3.892400000000009
  s12 w68: truth=162, pred=165.0, λ=1.00 err=2.6622999999999877
  s12 w69: truth=163, pred=165.0, λ=1.00 err=1.9565000000000055
  s12 w70: truth=163, pred=165.0, λ=1.00 err=1.7875999999999976
  s12 w71: truth=163, pred=165.0, λ=1.00 err=1.601300000000009
  s12 w72: truth=163, pred=165.0, λ=1.00 err=1.618300000000005
  s12 w73: truth=162, pred=165.0, λ=1.00 err=3.0130000000000052
  s12 w74: truth=161, pred=112.5, λ=1.00 err=48.70779999999999
  s12 w75: truth=160, pred=157.5, λ=1.00 err=2.973000000000013
  s12 w76: truth=160, pred=157.5, λ=1.00 err=2.4147000000000105
  s12 w77: truth=160, pred=157.5, λ=1.00 err=2.2363
  s12 w78: truth=160, pred=150.0, λ=1.00 err=9.744400000000013
  s12 w79: truth=159, pred=165.0, λ=1.00 err=5.7642999999999915
  s12 w80: truth=159, pred=210.0, λ=1.00 err=51.137100000000004
  s12 w81: truth=159, pred=105.0, λ=1.00 err=53.730199999999996
  s12 w82: truth=159, pred=150.0, λ=1.00 err=8.562399999999997
  s12 w83: truth=158, pred=150.0, λ=1.00 err=8.06110000000001
  s12 w84: truth=157, pred=157.5, λ=1.00 err=0.43190000000001305
  s12 w85: truth=156, pred=157.5, λ=1.00 err=1.4125999999999976
  s12 w86: truth=155, pred=157.5, λ=1.00 err=2.5413000000000068
  s12 w87: truth=154, pred=172.5, λ=1.00 err=18.65379999999999
  s12 w88: truth=153, pred=150.0, λ=1.00 err=2.8969999999999914
  s12 w89: truth=152, pred=150.0, λ=1.00 err=2.081099999999992
  s12 w90: truth=151, pred=157.5, λ=1.00 err=6.546600000000012
  s12 w91: truth=150, pred=127.5, λ=1.00 err=22.65809999999999
  s12 w92: truth=148, pred=202.5, λ=1.00 err=54.0625
  s12 w93: truth=147, pred=150.0, λ=1.00 err=2.7892999999999972
  s12 w94: truth=146, pred=142.5, λ=1.00 err=3.920800000000014
  s12 w95: truth=146, pred=142.5, λ=1.00 err=3.4458999999999946
  s12 w96: truth=146, pred=150.0, λ=1.00 err=4.192000000000007
  s12 w97: truth=146, pred=142.5, λ=1.00 err=3.4458999999999946
  s12 w98: truth=146, pred=142.5, λ=1.00 err=3.2882999999999925
  s12 w99: truth=146, pred=142.5, λ=1.00 err=3.3547000000000082
  s12 w100: truth=146, pred=142.5, λ=1.00 err=3.6537999999999897
  s12 w101: truth=146, pred=150.0, λ=1.00 err=4.294499999999999
  s12 w102: truth=147, pred=142.5, λ=1.00 err=4.8629999999999995
  s12 w103: truth=145, pred=142.5, λ=1.00 err=2.5054000000000087
  s12 w104: truth=144, pred=142.5, λ=1.00 err=1.2700000000000102
  s12 w105: truth=142, pred=142.5, λ=1.00 err=0.09489999999999554
  s12 w106: truth=141, pred=142.5, λ=1.00 err=1.2865999999999929
  s12 w107: truth=140, pred=142.5, λ=1.00 err=2.3130999999999915
  s12 w108: truth=140, pred=142.5, λ=1.00 err=2.543900000000008
  s12 w109: truth=140, pred=142.5, λ=1.00 err=2.23599999999999
  s12 w110: truth=141, pred=142.5, λ=1.00 err=1.1387
  s12 w111: truth=143, pred=142.5, λ=1.00 err=0.05539999999999168
  s12 w112: truth=144, pred=142.5, λ=1.00 err=1.884999999999991
  s12 w113: truth=147, pred=142.5, λ=1.00 err=4.8629999999999995
  s12 w114: truth=149, pred=150.0, λ=1.00 err=1.0971999999999866
  s12 w115: truth=151, pred=150.0, λ=1.00 err=1.1134999999999877
  s12 w116: truth=153, pred=150.0, λ=1.00 err=3.409099999999995
  s12 w117: truth=155, pred=157.5, λ=1.00 err=2.220499999999987
  s12 w118: truth=157, pred=157.5, λ=1.00 err=0.5962000000000103
  s12 w119: truth=159, pred=157.5, λ=1.00 err=1.2301999999999964
  s12 w120: truth=160, pred=157.5, λ=1.00 err=2.7238000000000113
  s12 w121: truth=161, pred=90.0, λ=1.00 err=71.2903
  s12 w122: truth=163, pred=165.0, λ=1.00 err=2.2933999999999912
  s12 w123: truth=163, pred=165.0, λ=1.00 err=1.7875999999999976
  s12 w124: truth=164, pred=165.0, λ=1.00 err=0.9375
  s12 w125: truth=164, pred=90.0, λ=1.00 err=74.0625
  s12 w126: truth=165, pred=165.0, λ=1.00 err=0.2510000000000048
  s12 w127: truth=165, pred=165.0, λ=1.00 err=0.44120000000000914
  s12 w128: truth=166, pred=90.0, λ=1.00 err=75.7895
  s12 w129: truth=166, pred=165.0, λ=1.00 err=1.4904999999999973
  s12 w130: truth=168, pred=165.0, λ=1.00 err=2.553200000000004
  s12 w131: truth=168, pred=90.0, λ=1.00 err=78.3673
  s12 w132: truth=170, pred=105.0, λ=1.00 err=64.71979999999999
  s12 w133: truth=170, pred=30.0, λ=1.00 err=140.2786
  s12 w134: truth=170, pred=30.0, λ=1.00 err=139.9279
  s12 w135: truth=169, pred=135.0, λ=1.00 err=33.62960000000001
  s12 w136: truth=167, pred=82.5, λ=1.00 err=84.84280000000001
  s12 w137: truth=166, pred=232.5, λ=1.00 err=66.7105
  s12 w138: truth=164, pred=165.0, λ=1.00 err=1.2786000000000115
  s12 w139: truth=163, pred=165.0, λ=1.00 err=2.4612999999999943
  s12 w140: truth=160, pred=157.5, λ=1.00 err=2.9277999999999906
  s12 w141: truth=159, pred=157.5, λ=1.00 err=1.5668000000000006
  s12 w142: truth=157, pred=157.5, λ=1.00 err=0.10230000000001382
  s12 w143: truth=156, pred=157.5, λ=1.00 err=1.25
  s12 w144: truth=155, pred=157.5, λ=1.00 err=2.059599999999989
  s12 w145: truth=154, pred=157.5, λ=1.00 err=3.495900000000006

=== Summary ===
  146 valid windows
  MAE: 15.44 BPM
  API calls: 0
  Tokens — uncached: 0, cache_write: 0, cache_read: 0, out: 0
  Cache hit rate: 0.0%
  Cost: $0.0000 USD
  Saved → results/llm_lambda_loso_sonnet_s12.json
  Cost-tracker entry → MyBrain/automation/logs/cost-tracker.jsonl
[01:04:36] === Subj 12 DONE (exit 0) ===

================================================================
ALL SUBJECTS PROCESSED — finished 2026-05-15 01:04:36
================================================================
-rw-r--r--@ 1 javencao  staff  43254 May 15 00:36 results/llm_lambda_loso_sonnet_s1.json
-rw-r--r--@ 1 javencao  staff  67168 May 15 01:03 results/llm_lambda_loso_sonnet_s10.json
-rw-r--r--@ 1 javencao  staff  64690 May 15 01:04 results/llm_lambda_loso_sonnet_s11.json
-rw-r--r--@ 1 javencao  staff  66272 May 15 01:04 results/llm_lambda_loso_sonnet_s12.json
-rw-r--r--@ 1 javencao  staff  43972 May 15 00:44 results/llm_lambda_loso_sonnet_s2.json
-rw-r--r--@ 1 javencao  staff  39419 May 15 00:51 results/llm_lambda_loso_sonnet_s3.json
-rw-r--r--@ 1 javencao  staff  40231 May 15 00:58 results/llm_lambda_loso_sonnet_s4.json
-rw-r--r--@ 1 javencao  staff  60186 May 15 01:00 results/llm_lambda_loso_sonnet_s5.json
-rw-r--r--@ 1 javencao  staff  67918 May 15 01:01 results/llm_lambda_loso_sonnet_s6.json
-rw-r--r--@ 1 javencao  staff  66322 May 15 01:01 results/llm_lambda_loso_sonnet_s7.json
-rw-r--r--@ 1 javencao  staff  72483 May 15 01:02 results/llm_lambda_loso_sonnet_s8.json
-rw-r--r--@ 1 javencao  staff  67556 May 15 01:03 results/llm_lambda_loso_sonnet_s9.json

DONE flag written: results/loso_sonnet_DONE
